anxiety,fear,nervousness,sadness,suffering,shame,insight,saran,validation
2,0,0,0,3,3,"cemas lumayan, penderitaan tinggi, rasa malu tinggi","1. Fokus pada pernapasan dalam-dalam selama beberapa menit; tarik napas panjang, tahan sebentar, dan hembuskan perlahan. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatlah bahwa perasaan ini sementara.  Berikan diri Anda izin untuk merasa seperti ini, tanpa menghakimi diri sendiri.","Duh, kamu lagi merasa cemas, sedih banget, dan mungkin juga malu ya?  Aku ngerti banget kalau keadaan kayak gini berat banget dilalui."
3,0,0,0,1,1,"cemas tinggi, penderitaan sedikit, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, misalnya,  mengerjakan satu tugas kecil yang bisa diselesaikan sekarang juga.

3.  Ingatkan diri Anda bahwa perasaan cemas bersifat sementara dan akan mereda.  Berikan diri Anda izin untuk merasa cemas tanpa menghakimi diri sendiri.","Aku ngerti banget kamu lagi merasa cemas banget, meskipun nggak terlalu sedih atau malu,  dan itu wajar kok,  kadang hari-hari memang bisa terasa berat."
3,0,0,0,1,2,"cemas tinggi, penderitaan sedikit, rasa malu lumayan","1. Cobalah teknik pernapasan dalam:  Hirup dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang bisa Anda kendalikan saat ini:  Contohnya, apa yang Anda lihat, dengar, atau rasakan di sekitar Anda.

3. Lakukan aktivitas yang menenangkan bagi Anda:  Ini bisa berupa mendengarkan musik, mandi air hangat, atau membaca buku.","Kayaknya kamu lagi ngerasain cemas yang cukup kuat ya, meskipun ada rasa malu juga,  aku ngerti banget kalau lagi kayak gini pasti berat banget."
3,0,0,0,1,3,"cemas tinggi, penderitaan sedikit, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang bisa Anda kendalikan saat ini, seperti pernapasan Anda atau apa yang Anda lihat dan rasakan di sekitar Anda.

3. Ingatlah bahwa perasaan cemas bersifat sementara dan akan mereda. Berikan diri Anda izin untuk merasakannya tanpa menghakimi.","Wah, sepertinya kamu lagi merasa cemas banget dan agak malu ya, aku ngerti kok kalau itu berat."
3,0,0,0,2,1,"cemas tinggi, penderitaan lumayan, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti pernapasan Anda atau aktivitas sederhana yang Anda lakukan.

3.  Ingatkan diri Anda bahwa perasaan cemas bersifat sementara dan akan berlalu.","Aku ngerti banget kamu lagi merasa cemas banget dan sedikit malu,  pasti lagi berat ya  menjalani hari-harimu sekarang."
3,0,0,0,2,2,"cemas tinggi, penderitaan lumayan, rasa malu lumayan","1.  Cobalah teknik pernapasan dalam:  Hirup perlahan melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Cari aktivitas yang menenangkan Anda, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatlah bahwa perasaan ini sementara.  Berikan diri Anda izin untuk merasakan apa yang Anda rasakan tanpa menghakimi diri sendiri.","Duh, kamu lagi merasa cemas banget, agak tertekan, dan sedikit malu ya?  Aku ngerti banget kalau lagi kayak gini rasanya berat sekali."
3,0,0,0,2,3,"cemas tinggi, penderitaan lumayan, rasa malu tinggi","1.  Latih pernapasan dalam: Hirup perlahan melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali saat merasa cemas.

2.  Fokus pada hal-hal yang Anda syukuri:  Coba tuliskan 3 hal yang Anda syukuri saat ini.  Ini membantu mengalihkan pikiran dari kecemasan.

3.  Bersikap baik pada diri sendiri:  Ingat bahwa merasa cemas itu wajar. Berikan diri Anda izin untuk merasakan emosi ini tanpa menghakimi diri sendiri.","Aku ngerti banget kamu lagi merasa cemas banget, sedih, dan mungkin juga malu;  masa-masa sulit memang berat dilalui, dan  wajar kok kalau kamu merasa seperti ini."
3,0,0,0,3,1,"cemas tinggi, penderitaan tinggi, rasa malu sedikit","1. Cobalah teknik pernapasan dalam:  Hirup dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda *bisa* kendalikan saat ini, seperti pernapasan Anda atau apa yang Anda lihat dan rasakan di sekitar Anda.

3. Ingatlah bahwa perasaan cemas bersifat sementara.  Meskipun terasa intens sekarang, ini akan berlalu.","Wah, kamu lagi merasa cemas banget dan sedih ya,  aku ngerti banget kalau lagi di kondisi kayak gini itu berat."
3,0,0,0,3,2,"cemas tinggi, penderitaan tinggi, rasa malu lumayan","1. Fokus pada pernapasan Anda: Hirup napas dalam-dalam, tahan sebentar, dan hembuskan perlahan. Ulangi beberapa kali.  Ini membantu menenangkan sistem saraf Anda.

2. Cari aktivitas yang menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku favorit Anda.  Alihkan pikiran Anda dari kecemasan.

3. Hubungi seseorang yang Anda percayai: Berbicara tentang perasaan Anda dapat membantu meringankan beban. Jangan ragu untuk meminta dukungan.","Duh, kamu lagi merasa cemas banget, sedih, dan mungkin agak malu ya?  Aku ngerti banget kalau lagi menghadapi perasaan kayak gitu itu berat."
3,0,0,0,3,3,"cemas tinggi, penderitaan tinggi, rasa malu tinggi","1. Fokus pada pernapasan Anda:  Hiruplah napas dalam-dalam, tahan sebentar, lalu hembuskan perlahan. Ulangi beberapa kali sampai Anda merasa lebih tenang.

2. Lakukan aktivitas yang menenangkan:  Cari aktivitas yang Anda nikmati dan yang dapat membantu Anda rileks, seperti mendengarkan musik, mandi air hangat, atau membaca buku.

3.  Ingatlah bahwa perasaan ini sementara: Kecemasan bersifat sementara, meskipun terasa berat saat ini.  Berikan diri Anda izin untuk merasakannya tanpa menghakimi diri sendiri.","Duh, kamu lagi merasa cemas, sedih, dan malu banget ya?  Aku ngerti banget,  itu pasti berat banget buat dihadapi."
0,1,1,1,0,0,"rasa takut sedikit, gelisah sedikit, kesedihan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Minum air putih dan pastikan Anda cukup istirahat.  Tubuh yang lelah memperburuk kecemasan.","Wah, kamu kayaknya lagi merasa sedikit takut, gelisah, dan sedih ya?  Aku ngerti banget kalau lagi ngalamin perasaan campur aduk seperti itu,  emang nggak mudah."
0,1,1,2,0,0,"rasa takut sedikit, gelisah sedikit, kesedihan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan Anda, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3. Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda atau rencanakan aktivitas menyenangkan bersama mereka.","Wah, sepertinya kamu lagi merasa sedikit takut dan gelisah, ditambah lagi kesedihan yang cukup terasa ya?  Aku mengerti,  itu pasti nggak mudah."
0,1,1,3,0,0,"rasa takut sedikit, gelisah sedikit, kesedihan tinggi","1. Lakukan teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri:  Coba pikirkan 3 hal positif dalam hidup Anda, sekecil apapun itu.

3. Gerakkan tubuh Anda:  Jalan kaki singkat atau lakukan peregangan ringan dapat membantu meredakan ketegangan.","Sayang, aku ngerti banget kamu lagi sedih banget, meskipun ada sedikit rasa takut dan gelisah juga.  Memang nggak mudah melewati ini semua."
0,1,2,1,0,0,"rasa takut sedikit, gelisah lumayan, kesedihan sedikit","1. Cobalah teknik pernapasan dalam:  hirup perlahan melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3.  Minum air putih dan pastikan Anda cukup istirahat.  Tubuh dan pikiran yang lelah dapat memperburuk kecemasan.","Kayaknya kamu lagi merasa agak gelisah dan sedikit sedih ya, ditambah sedikit rasa takut?  Aku ngerti banget,  itu pasti nggak mudah."
0,1,2,2,0,0,"rasa takut sedikit, gelisah lumayan, kesedihan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3. Hubungi orang yang Anda percaya dan bercerita tentang apa yang Anda rasakan.  Berbagi dapat meringankan beban.","Kayaknya kamu lagi merasa sedih dan gelisah, ditambah sedikit rasa takut ya?  Aku ngerti banget kalau lagi menghadapi perasaan campur aduk seperti ini pasti berat."
0,1,2,3,0,0,"rasa takut sedikit, gelisah lumayan, kesedihan tinggi","1. Lakukan teknik pernapasan dalam: Tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang bisa Anda kendalikan saat ini:  Misalnya, minum air putih, makan camilan sehat, atau mendengarkan musik yang menenangkan.

3. Hubungi orang terdekat yang Anda percaya: Berbicara tentang perasaan Anda dapat membantu meringankan beban emosional.","Wah, kamu lagi merasa sedih banget,  sedikit takut, dan cukup gelisah ya?  Aku ngerti banget kalau sedang dalam keadaan seperti ini terasa berat."
0,1,3,1,0,0,"rasa takut sedikit, gelisah tinggi, kesedihan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3.  Jika memungkinkan, luangkan waktu sejenak untuk berada di alam terbuka, seperti berjalan-jalan singkat di taman.",Kayaknya kamu lagi merasa agak gelisah dan sedikit takut serta sedih ya?  Aku ngerti banget kalau keadaan kayak gini pasti berat banget.
0,1,3,2,0,0,"rasa takut sedikit, gelisah tinggi, kesedihan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda atau cari dukungan dari profesional kesehatan mental jika dibutuhkan.","Wah, kamu kayaknya lagi merasa gelisah banget ya, ditambah sedikit takut dan sedih juga;  nggak apa-apa kok merasa begitu,  situasi kayak gini memang bisa bikin siapa aja merasa berat."
0,1,3,3,0,0,"rasa takut sedikit, gelisah tinggi, kesedihan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Cari aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percaya atau profesional kesehatan mental jika Anda merasa kewalahan.","Duh, kamu kayaknya lagi sedih banget dan gelisah, ditambah rasa takut sedikit ya?  Aku ngerti banget kalau lagi merasa berat seperti ini."
0,2,1,1,0,0,"rasa takut lumayan, gelisah sedikit, kesedihan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Minumlah air putih dan pastikan Anda cukup istirahat.  Tubuh dan pikiran yang lelah dapat memperburuk kecemasan.","Wah, kamu lagi merasa agak takut, sedikit gelisah, dan sedikit sedih ya?  Aku ngerti banget,  memang nggak mudah melewati perasaan-perasaan itu."
0,2,1,2,0,0,"rasa takut lumayan, gelisah sedikit, kesedihan lumayan","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Hubungi seseorang yang Anda percaya dan percayai untuk berbagi perasaan Anda.","Wah, sepertinya kamu lagi merasa takut dan sedih ya, ditambah sedikit gelisah;  aku mengerti, menghadapi perasaan-perasaan itu pasti nggak mudah."
0,2,1,3,0,0,"rasa takut lumayan, gelisah sedikit, kesedihan tinggi","1. Lakukan teknik pernapasan dalam: Hirup udara dalam-dalam melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Cari aktivitas yang menenangkan:  Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.

3. Hubungi orang terdekat yang Anda percaya: Berbicara tentang perasaan Anda dapat membantu meringankan beban emosional.","Duh, sayang sekali kamu lagi merasa sedih banget, diiringi rasa takut dan sedikit gelisah;  wajar kok merasa begitu,  aku mengerti kamu sedang melewati masa yang berat."
0,2,2,1,0,0,"rasa takut lumayan, gelisah lumayan, kesedihan sedikit","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Jika memungkinkan, luangkan waktu sejenak untuk berada di alam terbuka, seperti berjalan-jalan singkat di taman.","Duh, kayaknya kamu lagi ngerasain takut dan gelisah yang lumayan ya,  padahal sedihnya cuma sedikit;  nggak papa kok,  merasakan hal itu wajar banget dalam situasi tertentu."
0,2,2,2,0,0,"rasa takut lumayan, gelisah lumayan, kesedihan lumayan","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.

3. Hubungi seseorang yang Anda percayai: Berbicara dengan teman, keluarga, atau profesional kesehatan mental dapat membantu meringankan beban Anda.","Wah, kedengarannya kamu lagi merasa takut, gelisah, dan sedih ya.  Aku ngerti banget kalau lagi ngalamin semua itu pasti berat,  dan itu wajar kok."
0,2,2,3,0,0,"rasa takut lumayan, gelisah lumayan, kesedihan tinggi","1. Fokus pada pernapasan dalam-dalam, hitung hingga empat saat menghirup dan hingga enam saat menghembuskan napas.  Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan dan Anda sukai, misalnya mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi seseorang yang Anda percayai untuk sekedar bercerita atau minta dukungan.","Wah, kamu lagi merasa takut, gelisah, dan sedih banget ya?  Aku mengerti banget kalau keadaan seperti ini berat banget dilalui."
0,2,3,1,0,0,"rasa takut lumayan, gelisah tinggi, kesedihan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas perlahan melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti mengatur postur tubuh Anda atau menikmati secangkir teh hangat.

3.  Cari aktivitas yang menenangkan, misalnya mendengarkan musik yang menenangkan, membaca buku, atau berjalan-jalan singkat di luar ruangan.","Wah, kedengarannya kamu lagi merasa cukup takut dan gelisah, ya?  Aku ngerti banget,  itu pasti berat banget buat dihadapi."
0,2,3,2,0,0,"rasa takut lumayan, gelisah tinggi, kesedihan lumayan","1. Fokus pada pernapasan Anda:  Hirup napas dalam-dalam melalui hidung, tahan sebentar, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Cobalah mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi seseorang yang Anda percayai: Berbicara dengan teman, keluarga, atau profesional kesehatan mental dapat membantu meredakan kecemasan Anda.","Wah, kamu lagi merasa takut, gelisah banget, dan sedikit sedih ya?  Aku ngerti banget kalau lagi menghadapi perasaan campur aduk seperti ini pasti berat."
0,2,3,3,0,0,"rasa takut lumayan, gelisah tinggi, kesedihan tinggi","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi seseorang yang Anda percayai untuk berbicara atau minta dukungan.","Rasanya kamu lagi ngerasain ketakutan, gelisah, dan kesedihan yang cukup berat ya?  Aku ngerti banget kalau ini pasti lagi  menantang banget buat dihadapi."
0,3,1,1,0,0,"rasa takut tinggi, gelisah sedikit, kesedihan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda dengan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau menghabiskan waktu di alam.

3.  Ingatlah bahwa perasaan ini bersifat sementara.  Bersikaplah lembut pada diri sendiri dan izinkan diri Anda untuk merasakan apa yang Anda rasakan tanpa menghakimi.","Wah, kamu lagi merasa takut, sedikit gelisah, dan sedih ya?  Aku mengerti,  itu pasti nggak mudah dihadapi."
0,3,1,2,0,0,"rasa takut tinggi, gelisah sedikit, kesedihan lumayan","1. Cobalah teknik pernapasan dalam:  Hirup perlahan melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatkan diri Anda bahwa perasaan ini bersifat sementara dan akan berlalu. Anda kuat dan mampu menghadapinya.","Wah, kamu lagi merasa takut, sedikit gelisah, dan cukup sedih ya?  Aku mengerti, itu pasti berat banget."
0,3,1,3,0,0,"rasa takut tinggi, gelisah sedikit, kesedihan tinggi","1. Cobalah teknik pernapasan dalam:  Hirup dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini:  Coba tuliskan 3 hal kecil yang membuat Anda bersyukur.

3.  Lakukan aktivitas yang menenangkan Anda:  Ini bisa berupa mendengarkan musik, membaca buku, atau mandi air hangat.","Sayang, aku dengar kamu lagi merasa takut banget, sedikit gelisah, dan sedih sekali;  wajar kok merasakan semua itu, aku di sini untukmu."
0,3,2,1,0,0,"rasa takut tinggi, gelisah lumayan, kesedihan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Hubungi orang terdekat yang Anda percaya untuk berbagi perasaan Anda atau minta dukungan mereka.","Aku ngerti banget kamu lagi merasa takut, agak gelisah, dan sedikit sedih;  itu semua wajar kok,  dan aku ada di sini untukmu."
0,3,2,2,0,0,"rasa takut tinggi, gelisah lumayan, kesedihan lumayan","1. Cobalah teknik pernapasan dalam:  hirup dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda pada sesuatu yang menyenangkan dan menenangkan, seperti mendengarkan musik yang menenangkan atau melihat foto yang indah.

3.  Gerakkan tubuh Anda: jalan kaki singkat, regangkan otot Anda, atau lakukan aktivitas fisik ringan lainnya.","Wah, kamu lagi merasa takut ketinggian, agak gelisah, dan sedikit sedih ya?  Aku mengerti, itu pasti nggak mudah dihadapi."
0,3,2,3,0,0,"rasa takut tinggi, gelisah lumayan, kesedihan tinggi","1. Cobalah teknik pernapasan dalam:  Hirup perlahan melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini:  Misalnya, apa yang Anda lihat, dengar, atau rasakan di sekitar Anda.

3.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan atau mandi air hangat.","Duh, kamu lagi merasa takut banget, gelisah, dan sedih ya?  Aku mengerti banget ini pasti lagi berat banget buat kamu."
0,3,3,1,0,0,"rasa takut tinggi, gelisah tinggi, kesedihan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda atau cari dukungan profesional jika dibutuhkan.","Wah, kayaknya kamu lagi ngerasain takut dan gelisah yang cukup kuat ya, meskipun ada sedikit rasa sedih juga.  Aku ngerti banget kalau itu pasti berat banget."
0,3,3,2,0,0,"rasa takut tinggi, gelisah tinggi, kesedihan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas perlahan melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang bisa Anda kendalikan saat ini, misalnya, apa yang Anda lihat, rasakan, dan dengar di sekitar Anda.

3.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, kamu lagi merasa takut, gelisah banget, dan sedih juga ya?  Aku ngerti banget,  merasakan semua itu pasti berat."
0,3,3,3,0,0,"rasa takut tinggi, gelisah tinggi, kesedihan tinggi","1.  Cobalah teknik pernapasan dalam: Hirup perlahan melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.  Ini dapat membantu menenangkan sistem saraf Anda.

2.  Alihkan perhatian Anda ke sesuatu yang menenangkan: Dengarkan musik yang menenangkan, lihat gambar yang indah, atau fokus pada sensasi fisik seperti sentuhan kain lembut di kulit Anda.

3.  Gerakkan tubuh Anda: Lakukan peregangan ringan, jalan kaki singkat, atau aktivitas fisik lainnya yang terasa nyaman.  Aktivitas fisik dapat membantu mengurangi kegelisahan.","Wah, sepertinya kamu lagi merasa sangat takut, gelisah, dan sedih ya?  Aku mengerti banget kalau keadaan seperti ini berat banget dilalui."
0,1,1,0,1,0,"rasa takut sedikit, gelisah sedikit, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam, tahan beberapa detik, dan hembuskan perlahan. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti pernapasan Anda atau aktivitas sederhana yang Anda nikmati.

3. Minum air putih dan lakukan gerakan ringan seperti peregangan atau jalan kaki singkat.","Kayaknya kamu lagi ngerasain sedikit takut, gelisah, dan nggak nyaman ya?  Aku ngerti banget,  itu pasti berat."
0,1,1,0,2,0,"rasa takut sedikit, gelisah sedikit, penderitaan lumayan","1. Cobalah teknik pernapasan dalam:  hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percaya untuk berbagi perasaan Anda atau minta dukungan.","Rasanya kamu lagi sedikit takut dan gelisah, ditambah perasaan nggak enak yang cukup berat ya?  Aku ngerti banget kalau lagi kayak gini rasanya susah banget, dan itu wajar kok."
0,1,1,0,3,0,"rasa takut sedikit, gelisah sedikit, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang bisa Anda kendalikan saat ini, seperti pernapasan Anda atau aktivitas sederhana yang dapat Anda lakukan.

3.  Hubungi seseorang yang Anda percayai, atau cari dukungan dari jalur bantuan krisis jika Anda merasa kewalahan.","Duh, kamu kayaknya lagi sedih banget ya,  dibarengi rasa takut dan gelisah sedikit;  aku ngerti banget kalau lagi mengalami hal seperti ini pasti berat."
0,1,2,0,1,0,"rasa takut sedikit, gelisah lumayan, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Minum air putih dan makan camilan sehat. Dehidrasi dan kekurangan gula darah dapat memperburuk kecemasan.","Kayaknya kamu lagi merasa agak gelisah dan sedikit takut, ditambah sedikit beban di hati ya?  Aku ngerti banget kalau lagi  ngalamin ini pasti nggak mudah."
0,1,2,0,2,0,"rasa takut sedikit, gelisah lumayan, penderitaan lumayan","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Jika rasa cemas Anda masih berlanjut, jangan ragu untuk menghubungi teman, keluarga, atau profesional kesehatan mental.","Wah, kamu lagi merasa agak takut dan cukup gelisah, ya?  Aku ngerti banget kalau lagi merasa susah dan sedih seperti ini."
0,1,2,0,3,0,"rasa takut sedikit, gelisah lumayan, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti mengambil satu teguk air atau mendengarkan musik yang menenangkan.

3. Hubungi seseorang yang Anda percayai atau cari dukungan dari layanan bantuan krisis jika dibutuhkan.","Duh, sepertinya kamu lagi merasa sangat terbebani ya, antara takut, gelisah, dan sedih;  aku mengerti kok,  itu pasti nggak mudah."
0,1,3,0,1,0,"rasa takut sedikit, gelisah tinggi, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Alihkan perhatian Anda ke sesuatu yang menenangkan, misalnya mendengarkan musik yang menenangkan, melihat foto keluarga, atau menikmati secangkir teh hangat.

3. Lakukan aktivitas fisik ringan seperti jalan kaki singkat atau peregangan sederhana untuk membantu meredakan ketegangan fisik.","Aku ngerti banget kamu lagi merasa agak cemas dan sedikit takut, ditambah lagi ada beban pikiran yang lumayan berat;  itu wajar kok,  dan aku ada buat kamu."
