anxiety,fear,nervousness,sadness,suffering,shame, insight, saran
1,0,1,0,0,1,"Cemas sedikit, takut nggak ada, dan sedikit rasa sakit. Kamu mungkin lagi merasa sedikit nggak nyaman atau tertekan, tapi nggak sampai ngganggu banget.","Coba luangin waktu buat diri sendiri, ngobrol sama teman, atau lakukan hal-hal yang bisa ngebantu kamu lebih rileks."
1,0,1,0,0,2,"Cemas sedikit, takut nggak ada, dan sedikit rasa sakit. Kamu mungkin merasa sedikit cemas atau tertekan dengan hal-hal kecil yang sedang terjadi, tapi nggak sampai mengganggu banyak sih.","Cobalah untuk fokus pada langkah kecil yang bisa kamu kontrol, dan beri diri kamu waktu buat santai, ngobrol sama temen atau melakukan hal yang menyenangkan."
1,0,1,0,0,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Kamu ngerasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai mengganggu banyak.","Cobalah untuk luangkan waktu buat diri sendiri dan lakukan sesuatu yang bisa bikin kamu merasa lebih baik, seperti berjalan-jalan atau sekedar ngobrol sama seseorang."
1,0,2,0,0,1,"Cemas sedikit, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan apa yang terjadi, tapi nggak sampai ganggu mood kamu.","Coba deh fokus ke hal-hal yang bikin kamu senang. Ngobrol sama temen atau sekedar melakukan hobi bisa bantu banget ngurangin beban itu."
1,0,2,0,0,2,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Mungkin ada beberapa hal yang bikin kamu merasa kecewa atau tertekan, tapi kamu masih bisa menghadapinya kok.","Cobalah untuk melakukan sesuatu yang kamu nikmati. Berbicara dengan seseorang yang kamu percayai juga bisa ngebantu untuk mengurangi perasaan itu."
1,0,2,0,0,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu ngerasa sedikit kecewa dengan beberapa hal, dan itu ngaruh ke mood kamu.","Berikan waktu untuk refleksi diri atau sekedar ngobrol sama temen atau orang terdekat yang bisa bantu kamu merasa lebih tenang."
1,0,3,0,0,1,"Cemas sedikit, takut nggak ada, dan rasa sakit sedikit. Kamu mungkin merasa sedikit tertekan dengan beberapa hal yang sedang terjadi, tapi nggak sampai ngganggu banyak.","Cobalah untuk fokus pada langkah-langkah kecil yang bisa kamu kendalikan. Berbicara dengan seseorang yang kamu percayai bisa banget ngebantu kamu merasa lebih baik."
1,0,3,0,0,2,"Cemas sedikit, takut nggak ada, dan rasa sakit kamu lumayan. Mungkin kamu merasa sedikit tertekan atau kecewa, tapi nggak sampai ngaruh besar.","Cobalah untuk beri diri kamu waktu buat melakukan sesuatu yang bisa bikin kamu lebih rileks, seperti berjalan-jalan atau melakukan hobi."
1,0,3,0,0,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa kecewa atau tertekan dengan beberapa hal, dan itu bisa nambahin beban di kepala.","Cobalah untuk memberikan waktu buat refleksi diri dan ngobrol sama seseorang yang bisa bantu ngurangin perasaan kecewa itu."
2,0,1,0,0,1,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi di sekitar kamu.","Cobalah untuk berbicara dengan teman atau melakukan hal yang bikin kamu merasa lebih baik, seperti berolahraga atau sekedar berjalan-jalan."
2,0,1,0,0,2,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan, tapi perasaan ini bisa banget kamu atasi.","Fokus ke hal-hal yang bikin kamu merasa lebih baik, seperti ngobrol sama teman atau melakukan aktivitas yang menyenangkan."
2,0,1,0,0,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin ngerasa kecewa atau tertekan dengan beberapa hal yang terjadi di sekitar kamu, dan itu ngaruh ke perasaan kamu.","Berikan waktu untuk refleksi diri, coba ngobrol sama temen atau lakukan hal yang bisa bantu kamu lebih rileks dan ngurangin ketegangan itu."
2,0,2,0,0,1,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu lagi ngerasa sedikit kecewa, tapi nggak sampai ngganggu banget mood kamu.","Coba fokus ke hal-hal yang bisa kamu kontrol dan coba ngobrol sama teman atau melakukan aktivitas yang bikin kamu merasa lebih baik."
2,0,2,0,0,2,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin sedikit kecewa atau tertekan dengan situasi yang ada, dan itu sedikit menambah beban di perasaan kamu.","Cobalah untuk berbicara dengan seseorang yang kamu percayai, atau lakukan sesuatu yang bisa bikin kamu merasa lebih baik, seperti berolahraga atau sekedar berjalan-jalan."
2,0,2,0,0,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, dan itu ngaruh ke perasaan kamu.","Coba beri waktu buat diri kamu untuk refleksi diri, atau berbicara dengan seseorang yang bisa ngebantu kamu merasa lebih tenang."
2,0,3,0,0,1,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai mengganggu banyak sih.","Cobalah untuk mencari hal-hal kecil yang bisa bikin kamu lebih bahagia, atau berbicara dengan teman buat ngeredam perasaan nggak nyaman itu."
2,0,3,0,0,2,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin ngerasa sedikit tertekan atau kecewa dengan beberapa hal yang terjadi di sekitar kamu.","Cobalah untuk lebih fokus pada hal-hal yang bisa kamu kendalikan dan beri waktu buat diri kamu untuk melakukan sesuatu yang bisa ngurangin ketegangan itu."
2,0,3,0,0,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa kecewa atau tertekan dengan situasi yang ada, dan itu bikin kamu ngerasa tertekan.","Cobalah untuk berbicara dengan seseorang yang kamu percayai atau mencari waktu untuk diri sendiri buat ngurangin perasaan tertekan ini."
3,0,1,0,0,1,"Cemas tinggi banget, takut nggak ada, dan gelisah sedikit. Kamu mungkin ngerasa cemas banget sama hal yang nggak pasti, dan itu nambahin beban di pikiran.","Coba fokus ke langkah-langkah kecil yang bisa kamu ambil. Ngobrol sama temen atau keluarga bisa bantu banget buat ngurangin kecemasan itu."
3,0,1,0,0,2,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu lumayan. Kamu ngerasa sangat cemas dan sedikit tertekan, tapi nggak terlalu mengganggu banyak sih.","Cobalah untuk memberi diri kamu waktu buat melakukan hal-hal yang menyenangkan dan ngobrol sama seseorang yang bisa bantu kamu merasa lebih tenang."
3,0,1,0,0,3,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu tinggi. Ketakutan nggak ada, tapi gelisah yang tinggi bikin kamu ngerasa bener-bener tertekan.","Fokus dulu ke hal-hal kecil yang bisa kamu kontrol dan coba untuk lebih tenang. Ngobrol sama seorang profesional juga bisa bantu banget buat ngurangin kecemasan yang kamu rasain."
3,0,2,0,0,1,"Cemas tinggi banget, takut nggak ada, dan kesedihan sedikit. Kamu mungkin merasa sedikit kecewa, tapi ketakutan yang tinggi ini nambahin tekanan di pikiran kamu.","Cobalah untuk lebih fokus ke hal-hal kecil yang bisa kamu kendalikan. Berbicara dengan teman atau melakukan hal yang bisa ngurangin perasaan kecewa itu bisa bantu banget."
3,0,2,0,0,2,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa tertekan dengan hal-hal yang nggak jelas, dan sedikit kecewa sama situasi yang ada.","Cobalah untuk memberi diri kamu waktu buat refleksi diri atau ngobrol dengan seseorang yang bisa membantu kamu merasa lebih tenang."
3,0,2,0,0,3,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu cukup tinggi. Ketakutan nggak ada, tapi perasaan kecewa dan tertekan kamu cukup berat.","Cari waktu untuk berbicara dengan seseorang yang kamu percayai atau mencari dukungan dari seorang profesional untuk membantu ngurangin beban yang ada."
3,0,3,0,0,1,"Cemas tinggi banget, takut nggak ada, dan rasa sakit sedikit. Ketakutan nggak ada, tapi kecemasan yang tinggi ini bikin kamu merasa tertekan.","Fokus pada langkah-langkah kecil yang bisa kamu kontrol, dan coba untuk lebih tenang. Ngobrol sama temen atau keluarga bisa bantu banget."
3,0,3,0,0,2,"Cemas tinggi banget, takut nggak ada, dan rasa sakit kamu lumayan. Ketakutan nggak ada, tapi perasaan tertekan dan kecewa ini cukup mengganggu perasaanmu.","Cobalah untuk memberi diri kamu waktu untuk melakukan hal yang bikin kamu lebih rileks. Ngobrol sama seseorang atau sekedar beristirahat bisa sangat membantu."
3,0,3,0,0,3,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu tinggi. Semua perasaan ini bikin kamu merasa overwhelmed dan nggak tahu harus mulai dari mana.","Cari waktu untuk berbicara dengan seorang profesional atau seorang teman yang bisa memberi perspektif berbeda untuk membantu ngurangin tekanan ini."
1,0,0,1,1,0,"Cemas sedikit, takut nggak ada, dan sedikit rasa sakit. Mungkin kamu sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai ganggu banget.","Coba lakukan sesuatu yang bisa bikin kamu lebih rileks, seperti ngobrol sama teman atau melakukan aktivitas yang kamu nikmati."
1,0,0,1,2,0,"Cemas sedikit, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin sedikit kecewa atau tertekan dengan beberapa hal, tapi itu nggak ngaruh terlalu besar.","Fokus aja ke hal-hal kecil yang bisa kamu kontrol, dan beri waktu buat diri kamu untuk refleksi diri atau sekedar beristirahat."
1,0,0,1,3,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Perasaan kecewa ini mungkin bikin kamu merasa nggak nyaman, tapi nggak sampai mengganggu mood kamu terlalu banyak.","Coba ngobrol sama temen atau lakukan sesuatu yang bisa ngurangin beban itu, seperti menulis atau jalan-jalan."
1,0,0,2,1,0,"Cemas sedikit, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit tertekan atau kecewa, tapi nggak sampai mengganggu banyak hal.","Coba luangkan waktu buat diri kamu sendiri, bisa dengan melakukan aktivitas yang bikin kamu merasa lebih baik."
1,0,0,2,2,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa kecewa dengan beberapa hal, tapi kamu tetap bisa menghadapinya kok.","Fokus ke hal-hal yang bisa kamu kendalikan dan beri diri kamu waktu untuk refleksi diri atau sekedar melakukan hobi."
1,0,0,2,3,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Ketika kamu merasa kecewa, itu bisa jadi sangat mengganggu mood kamu.","Coba beri waktu buat diri kamu untuk melakukan hal yang bikin kamu merasa lebih rileks, seperti berbicara dengan seseorang yang kamu percayai."
1,0,0,3,1,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin lagi merasa sedikit kecewa dengan beberapa hal, tapi nggak sampai ngganggu mood kamu banget.","Cobalah untuk memberi waktu buat diri sendiri, mungkin dengan berbicara sama teman atau sekedar melakukan aktivitas yang bisa bikin kamu lebih rileks."
1,0,0,3,2,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa sangat kecewa dengan beberapa hal, dan itu bisa nambahin beban di pikiran.","Cobalah untuk beristirahat sejenak, mungkin dengan melakukan hal-hal yang kamu nikmati, atau ngobrol dengan seseorang yang bisa bantu kamu merasa lebih tenang."
1,0,0,3,3,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu tinggi banget. Ketika kamu merasa kecewa dan tertekan, itu bisa bikin kamu merasa lebih berat.","Coba luangkan waktu untuk refleksi diri atau berbicara dengan seseorang yang bisa ngebantu kamu melihat hal ini dari sudut pandang yang lebih positif."
2,0,0,1,1,0,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Mungkin kamu merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi di sekitar kamu, tapi nggak sampai ganggu banget.","Fokus ke hal-hal kecil yang bisa kamu kontrol, dan beri waktu buat diri kamu untuk santai dan melakukan sesuatu yang kamu nikmati."
2,0,0,1,2,0,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai ngaruh besar.","Cobalah untuk melakukan hal-hal yang kamu nikmati dan cari waktu untuk berbicara dengan seseorang yang bisa bantu kamu merasa lebih tenang."
2,0,0,1,3,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa sedikit tertekan atau kecewa dengan situasi yang ada, dan itu ngaruh ke perasaan kamu.","Cobalah untuk mencari dukungan dari teman atau keluarga, atau lakukan sesuatu yang bisa membantu kamu lebih rileks, seperti jalan-jalan atau meditasi."
2,0,0,2,1,0,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa, tapi nggak sampai ngaruh ke mood kamu terlalu banyak.","Coba beri waktu buat diri kamu untuk refleksi diri atau melakukan aktivitas yang bisa bikin kamu merasa lebih baik."
2,0,0,2,2,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan, tapi itu bukan hal yang nggak bisa diatasi.","Coba lakukan hal-hal yang bisa ngebantu kamu merasa lebih baik, seperti berkumpul dengan teman atau melakukan hobi yang kamu sukai."
2,0,0,2,3,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Perasaan kecewa bisa sangat ngaruh ke perasaan kamu, dan mungkin bikin kamu merasa tertekan.","Coba cari waktu untuk diri sendiri, atau berbicara dengan seseorang yang bisa bantu kamu melihat situasi ini dari sudut pandang yang lebih ringan."
2,0,0,3,1,0,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa dengan beberapa hal yang terjadi, tapi nggak sampai ngaruh banyak ke perasaan kamu.","Coba beri diri kamu waktu untuk fokus ke hal-hal kecil yang bisa kamu kendalikan, atau ngobrol dengan seseorang yang bisa membantu mengurangi perasaan kecewa itu."
2,0,0,3,2,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Perasaan kecewa ini nambahin sedikit beban di pikiran kamu, dan bisa ngaruh ke mood hari ini.","Cobalah untuk memberi diri kamu waktu buat refleksi diri atau ngobrol sama seseorang yang bisa membantu kamu merasa lebih tenang."
2,0,0,3,3,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu tinggi banget. Perasaan kecewa yang cukup tinggi ini bisa banget nambahin beban mental yang kamu rasain.","Cobalah untuk mencari waktu untuk berbicara dengan seseorang yang bisa memberi perspektif berbeda atau mencari dukungan dari seorang profesional."
3,0,0,1,1,0,"Cemas tinggi banget, takut nggak ada, dan gelisah sedikit. Ketakutan nggak ada, tapi kecemasan kamu tinggi banget, dan sedikit rasa sakit nambahin beban di perasaan kamu.","Cobalah untuk fokus pada langkah-langkah kecil yang bisa kamu ambil dan berbicara dengan seseorang yang bisa bantu kamu ngurangin kecemasan itu."
3,0,0,1,2,0,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu lumayan. Ketakutan nggak ada, tapi perasaan gelisah itu bikin kamu ngerasa tertekan, dan sedikit rasa sakit ngaruh ke pikiran kamu.","Cobalah untuk memberi waktu buat diri kamu sendiri. Lakukan aktivitas yang kamu nikmati, atau ngobrol dengan teman buat ngurangin kecemasan ini."
3,0,0,1,3,0,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu tinggi. Kamu bener-bener merasa tertekan dan ketakutan tanpa alasan yang jelas, dan itu nambahin kecemasan yang sangat besar.","Fokus pada langkah kecil yang bisa kamu ambil dan coba untuk lebih tenang. Ngobrol sama seorang profesional bisa ngebantu banget."
3,0,0,2,1,0,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Ketakutan nggak ada, tapi perasaan kecewa sedikit nambahin beban di kepala kamu.","Cobalah untuk lebih fokus pada hal-hal kecil yang bisa kamu kendalikan. Ngobrol sama temen atau keluarga bisa bantu kamu merasa lebih baik."
3,0,0,2,2,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Ketakutan nggak ada, tapi perasaan kecewa ini bisa banget ngaruh ke perasaan kamu dan nambahin beban mental.","Cobalah untuk melakukan hal-hal yang bisa bikin kamu merasa lebih rileks, seperti meditasi atau jalan-jalan. Ngobrol sama teman juga bisa sangat membantu."
3,0,0,2,3,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu cukup tinggi. Ketakutan nggak ada, tapi perasaan kecewa ini mengarah ke perasaan tertekan yang cukup besar.","Mencari dukungan dari seorang profesional atau berbicara dengan seseorang yang kamu percayai bisa membantu kamu mengatasi perasaan tertekan ini."
3,0,0,3,1,0,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Ketakutan nggak ada, tapi kecemasan dan perasaan kecewa itu nambahin beban yang cukup signifikan.","Cobalah untuk berbicara dengan seseorang yang kamu percayai atau melakukan hal-hal yang bisa bikin kamu merasa lebih tenang, seperti mendengarkan musik atau membaca."
3,0,0,3,2,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Ketakutan nggak ada, tapi perasaan kecewa ini bisa banget nambahin beban di perasaan kamu.","Cari waktu untuk melakukan hal-hal yang bisa bikin kamu merasa lebih baik, seperti berolahraga ringan atau sekedar berjalan-jalan di luar."
3,0,0,3,3,0,"Cemas tinggi banget, takut nggak ada, dan gelisah banget. Semua perasaan ini ngarahin kamu ke titik yang sangat penuh tekanan. Kamu butuh banget dukungan untuk ngelewatinya.","Konsultasi dengan seorang psikolog atau terapis bisa banget bantu kamu buat keluar dari perasaan tertekan ini dan memberikan perspektif yang lebih positif."
1,0,0,1,0,1,"Cemas sedikit, takut nggak ada, dan sedikit rasa sakit. Kamu mungkin merasa sedikit nggak nyaman dengan beberapa hal yang terjadi, tapi nggak sampai ganggu banyak sih.","Coba lakukan aktivitas yang bisa bantu kamu merasa lebih baik, seperti ngobrol sama teman atau beristirahat sejenak."
1,0,0,1,0,2,"Cemas sedikit, takut nggak ada, dan rasa sakit kamu lumayan. Mungkin kamu merasa sedikit kecewa dengan beberapa hal, dan itu sedikit menambah beban di perasaan kamu.","Cobalah untuk memberi diri kamu waktu untuk melakukan hal-hal yang kamu nikmati, atau ngobrol dengan seseorang yang bisa membantu kamu merasa lebih baik."
1,0,0,1,0,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Perasaan kecewa ini mungkin sedikit nambahin beban, tapi nggak sampai mengganggu banyak banget.","Cobalah untuk fokus ke hal-hal yang bikin kamu senang, atau beri diri kamu waktu untuk beristirahat dan refleksi diri."
1,0,0,2,0,1,"Cemas sedikit, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai ngaruh ke mood kamu terlalu banyak.","Coba beri waktu buat diri kamu, mungkin dengan berbicara sama temen atau melakukan hal-hal yang kamu suka."
1,0,0,2,0,2,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Mungkin ada beberapa hal yang bikin kamu merasa kecewa, tapi perasaan ini bisa banget kamu atasi.","Cobalah untuk melakukan sesuatu yang menyenangkan, seperti berkumpul dengan teman atau sekedar melakukan hobi yang bisa bikin kamu merasa lebih baik."
1,0,0,2,0,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Ketika kamu merasa kecewa, itu bisa sangat ngaruh ke perasaan kamu, dan itu nambahin beban mental.","Coba beri waktu untuk refleksi diri atau bicarakan hal ini dengan seseorang yang bisa membantu kamu merasa lebih tenang."
1,0,0,3,0,1,"Cemas sedikit, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa dengan beberapa hal yang terjadi, tapi nggak sampai ngaruh banyak ke perasaan kamu.","Coba beri diri kamu waktu untuk fokus pada hal-hal yang bisa kamu kontrol dan lakukan hal yang menyenangkan."
1,0,0,3,0,2,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan situasi yang ada, dan itu sedikit ngaruh ke mood kamu.","Cobalah untuk memberi diri kamu waktu buat refleksi diri, atau ngobrol sama seseorang yang bisa bantu kamu ngurangin perasaan kecewa itu."
1,0,0,3,0,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Ketika kamu merasa kecewa, itu bisa jadi sangat mengganggu mood kamu.","Coba cari waktu buat diri sendiri, atau sekedar berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang dan lebih terkontrol."
2,0,0,1,0,1,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi di sekitar kamu, tapi nggak sampai ganggu banget sih.","Fokus ke hal-hal kecil yang bisa kamu kontrol, dan beri waktu buat diri kamu untuk santai dan melakukan sesuatu yang kamu nikmati."
2,0,0,1,0,2,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai ngaruh besar.","Cobalah untuk melakukan hal-hal yang kamu nikmati dan cari waktu untuk berbicara dengan seseorang yang bisa bantu kamu merasa lebih tenang."
2,0,0,1,0,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa kecewa dengan beberapa hal yang terjadi, dan itu bisa nambahin sedikit beban di perasaan kamu.","Cobalah untuk beri waktu untuk refleksi diri, atau ngobrol sama seseorang yang bisa bantu kamu ngurangin perasaan kecewa itu dan bikin kamu lebih tenang."
2,0,0,2,0,1,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin sedikit kecewa atau tertekan dengan situasi yang ada, tapi nggak sampai ganggu banget.","Fokus aja dulu ke hal-hal kecil yang bisa kamu kontrol. Ngobrol sama temen atau melakukan aktivitas yang kamu nikmati bisa bantu banget."
2,0,0,2,0,2,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa kecewa atau tertekan, tapi kamu masih bisa menghadapinya kok.","Cobalah untuk melakukan hal-hal yang bisa bikin kamu merasa lebih baik, seperti ngobrol sama teman atau beristirahat sejenak."
2,0,0,2,0,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa kecewa atau tertekan dengan beberapa hal, dan itu bisa nambahin beban di pikiran kamu.","Coba luangkan waktu untuk refleksi diri atau berbicara dengan seseorang yang bisa memberi perspektif lebih baik atau memberi dukungan."
2,0,0,3,0,1,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin sedikit tertekan atau kecewa dengan situasi yang ada, tapi nggak sampai mengganggu mood kamu banyak.","Cobalah untuk fokus pada langkah kecil yang bisa kamu ambil, atau lakukan hal-hal yang bikin kamu lebih rileks dan lebih bahagia."
2,0,0,3,0,2,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa kecewa atau tertekan dengan beberapa hal yang terjadi, tapi itu bukan hal yang nggak bisa diatasi.","Fokus ke hal-hal kecil yang bisa kamu kendalikan dan coba beri waktu untuk diri sendiri untuk ngurangin perasaan kecewa atau tertekan itu."
2,0,0,3,0,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Perasaan kecewa dan tertekan kamu bisa banget nambahin beban yang nggak nyaman.","Coba beri diri kamu waktu buat refleksi diri atau berbicara dengan seseorang yang bisa bantu kamu merasa lebih tenang."
3,0,0,1,0,1,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Ketakutan nggak ada, tapi kecemasan yang tinggi ini bisa banget nambahin beban di perasaan kamu.","Cobalah untuk fokus pada langkah-langkah kecil yang bisa kamu ambil, dan beri waktu untuk diri kamu untuk ngobrol sama teman atau melakukan aktivitas yang bikin kamu merasa lebih rileks."
3,0,0,1,0,2,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu lumayan. Kamu mungkin merasa cemas banget dengan hal yang nggak pasti, dan itu bikin kamu merasa tertekan.","Coba beri waktu untuk diri kamu sendiri buat ngeredam kecemasan, seperti melakukan hal yang kamu nikmati atau sekedar berbicara sama seseorang yang bisa bantu."
3,0,0,1,0,3,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu tinggi. Semua perasaan ini bikin kamu ngerasa tertekan dan penuh kecemasan.","Fokus dulu ke langkah-langkah kecil yang bisa kamu ambil. Ngobrol sama seorang profesional bisa bantu banget buat ngurangin ketakutan dan kecemasan itu."
3,0,0,2,0,1,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Ketakutan nggak ada, tapi kecemasan kamu yang tinggi bisa bikin kamu ngerasa sangat tertekan, apalagi dengan sedikit perasaan kecewa.","Cobalah untuk memberi diri kamu waktu buat melakukan hal yang kamu nikmati atau ngobrol sama seseorang yang bisa bantu ngurangin kecemasan itu."
3,0,0,2,0,2,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa tertekan dengan beberapa hal, dan perasaan kecewa ini ngaruh ke mood kamu.","Cobalah untuk berbicara dengan seseorang yang kamu percayai atau lakukan sesuatu yang bisa bikin kamu merasa lebih tenang, seperti berolahraga atau meditasi."
3,0,0,2,0,3,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu cukup tinggi. Perasaan kecewa ini bisa banget ngaruh ke perasaan kamu, dan mungkin bikin kamu merasa nggak nyaman.","Cari waktu untuk berbicara dengan seorang profesional atau seseorang yang bisa memberi dukungan untuk mengurangi perasaan tertekan ini."
3,0,0,3,0,1,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Ketakutan nggak ada, tapi gelisah yang tinggi ditambah dengan sedikit rasa kecewa bisa bikin kamu ngerasa sangat tertekan.","Cobalah untuk fokus ke langkah-langkah kecil yang bisa kamu ambil, dan beri diri kamu waktu untuk melakukan hal-hal yang bisa membuat kamu lebih rileks."
3,0,0,3,0,2,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa sangat tertekan, dan perasaan kecewa nambahin beban di pikiran kamu.","Cobalah untuk lebih fokus pada hal-hal yang bisa kamu kendalikan dan lakukan sesuatu yang bisa bikin kamu merasa lebih baik, seperti berbicara dengan seseorang atau melakukan aktivitas yang kamu nikmati."
3,0,0,3,0,3,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu cukup tinggi. Semua perasaan ini bikin kamu merasa sangat tertekan dan nggak tahu harus mulai dari mana.","Konsultasi dengan seorang psikolog atau terapis bisa sangat membantu. Mereka bisa memberikan perspektif yang lebih positif dan membantu kamu mengatasi perasaan tertekan itu."
1,0,0,0,1,1,"Cemas sedikit, takut nggak ada, dan sedikit rasa sakit. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai mengganggu banyak banget.","Coba beri waktu buat diri kamu untuk melakukan hal-hal yang kamu nikmati, atau ngobrol sama teman untuk ngurangin beban itu."
1,0,0,0,1,2,"Cemas sedikit, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal, tapi perasaan ini nggak sampai mengganggu mood kamu terlalu banyak.","Cobalah untuk melakukan hal-hal yang bikin kamu merasa lebih baik, seperti berjalan-jalan atau ngobrol sama seseorang yang bisa bantu ngurangin perasaan kecewa itu."
